# ITD District 2 NextXDSegI repair table - derived by corridors.repair_links
# district: 2
# radius_m: 25.0
# max_bearing_delta_deg: 90.0
# require_same_bearing: True
# bearing_probe_m: 30.0
# n_segments: 3499
# n_null_next: 691
# n_fill: 448
# n_override: 16
# ambiguous_fill: 9
# ambiguous_override: 0
# skipped_off_subset: 49
# crs: EPSG:32611
# route_junction rows (ROADMAP Item 51): extents.route_junction_repairs on ITD route
#   membership - where a route turns off INRIX's link (the link is null or leaves every
#   route the segment carries) onto a head nothing in the route links into, starting on
#   the segment's second half within 20 m, turning <= 120 deg, milepost-consistent where
#   both lie on one SHS line. These cross XDGroups, unlike fill/override.
# n_route_junction: 14
segment,old_next,new_next,kind,gap_m,bearing_delta_deg,xdgroup,road_name,lanes
124236870,,124769313,fill,0.0,0.4834589219805139,299285,5th St,1.066
124239322,,124170140,fill,5.878973752260208e-09,0.1204244149207625,306109,11th Ave,1.024
124253973,,124708436,fill,5.9371814131736755e-09,0.0104762146614234,302048,4th Ave,1.0
124253977,,124202350,fill,0.0,1.613435473430087,295751,Hill St,1.0
124255815,,124063512,fill,5.650799721479416e-07,0.0120723974186489,300417,8th Ave,1.0
124255816,,124037289,fill,9.033828973770143e-08,0.0038435583028046,300528,8th Ave,1.0
124257944,,124835530,fill,7.670505995180946e-05,0.3553188644269767,309357,Syron Rd,1.0
124258212,,124066628,fill,7.450580596923828e-09,0.2664873180643781,301855,Talmaks Rd,1.0
124258284,,124232674,fill,3.958120942115784e-09,0.1081513096108324,296304,11th Ave,1.035
124258296,,124940052,fill,5.878973752260208e-09,0.1205063853545311,296304,11th Ave,1.035
124266473,,124416700,fill,3.958120942115784e-09,0.0062094934542642,309676,5th St,1.0
124267261,,124846631,fill,9.313225746154783e-10,0.0107998863352065,300783,Pine St,1.0
124267355,,385666833,fill,0.0,0.1208109594821849,306813,16th Ave,1.012
124269287,,125013809,fill,0.0,0.0032857043660783,297920,4th Ave,1.0
124270510,,124203655,fill,1.1176477208740068e-08,0.8972454757745254,307386,Oak St,1.0
124271273,,124273829,fill,9.313225746154783e-10,0.0382228323596223,300834,Walnut St,1.0
124272334,,125154919,fill,2.7939677238464355e-09,0.3588550335636569,299730,5th St,1.0
124273829,,124661783,fill,0.0,0.00125701507352,300834,Walnut St,1.0
124274685,,124193196,fill,9.39677371028691e-08,0.2253448914311491,304915,G St,1.058
124279130,,123929488,fill,9.385703304198744e-10,0.1770465534798404,296300,Hill St,1.0
124282292,,124170153,fill,3.899913281202316e-09,0.1082608630007371,306109,11th Ave,1.024
124282321,,1626574196,fill,0.0,0.7406276400193406,299798,S Blaine St,1.0
124282329,,124819466,fill,0.0,0.0034972929909713,306260,Talmaks Rd,1.0
124284220,,124953123,fill,0.0,6.59452866399829,300027,18th St N,1.108
124284270,,124269684,fill,2.7177430526187524e-09,1.201091069800384,309774,9th Ave,1.0
124284295,,386052750,fill,3.7972816561102,3.8628076976154375,310284,Potlatch Way,1.0
124287896,,124175121,fill,7.450580596923828e-09,0.2664873180643781,306260,Talmaks Rd,1.0
124289242,,123933929,fill,0.0223283329675118,0.0261346946980438,296451,3rd Ave N,1.0
124292488,,124164499,fill,9.313225746154783e-10,0.0107998863351781,305944,Pine St,1.0
124295558,,124232651,fill,1.7908349674563557e-06,0.4219874880881207,302552,G St,1.045
124297940,,124203587,fill,0.0,2.0851829933584725,296458,5th St,1.0
124308376,,123910310,fill,9.313225746154783e-10,0.50679773331467,295751,Hill St,1.0
124309734,,124566916,fill,0.6315822569451047,0.2532794078011307,296611,Pleasant Hill Rd,1.0
124315883,,386048913,fill,0.0,2.152374393173176,297337,W Taylor Ave,1.0
124318724,,124792386,fill,0.0,1.292974958216746,302795,S Blake Ave,1.0
124318915,,125176128,fill,0.0,0.876988301727522,301260,N Jackson St,1.0
124323947,,124546038,fill,2.5145709514617923e-08,1.9245596707457933,297985,20th St N,1.0
124325204,,124022732,fill,0.0,0.8757616762357259,299979,N Jackson St,1.0
124326578,,124326606,fill,8.075775430681075e-09,0.038681946347026,300175,Preston Ave,1.025
124326606,,124641043,fill,1.1757947504520416e-08,0.5416989079159862,300175,Preston Ave,1.025
124329999,,124921835,fill,5.952284781304812e-09,0.4998866671058692,302047,6th Ave N,1.0
124330330,,124126531,fill,0.0,4.01003102420276,303974,Mill Rd,1.0
124330533,,124377573,fill,1.1187512427568437e-07,0.0160291877127178,300528,8th Ave,1.0
124334480,,124358895,fill,1.7497222870588305e-07,0.1212142614008371,312276,E Lewis St,1.0
124334482,,124647779,fill,7.974449545145036e-08,0.0386633341356059,304920,E 3rd St,1.0
124335204,,484521187,fill,2.7971513927425e-06,1.1121984460993133,303974,Mill Rd,1.0
124338651,,448931011,fill,0.0,1.3270764350740194,312422,16th St,1.0
124342903,,124351034,fill,0.0123341392656003,0.2822146799028928,299403,S Main St,1.0
124344371,,124258212,fill,9.385703304198744e-10,0.1806844065369546,301855,Talmaks Rd,1.0
124345334,,123973034,fill,0.0,1.6147078621190758,296300,Hill St,1.0
124345404,,440954320,fill,0.0,2.343145219064126,312663,8th St,1.638
124345432,,125154977,fill,0.0,0.0412888119309968,305944,Pine St,1.0
124347470,,124873579,fill,0.0,0.2119190646286597,297520,10th St,1.0
124347903,,124691392,fill,0.0141726573282164,1.36666780962463,296091,W Taylor Ave,1.0
124348007,,124326578,fill,1.2527673418315418e-07,0.0224889278970863,300175,Preston Ave,1.025
124351034,,124683927,fill,0.0146227417350386,0.2347040196586363,299403,S Main St,1.0
